Scheme Name, Net Asset Value
Kotak Corporate Bond Fund- Standard Plan-Weekly Dividend Option, 1202.9939
Mirae Asset Corporate Bond Fund Direct Growth Plan, 10.6866
Mirae Asset Corporate Bond Fund Direct IDCW, 10.6860
Mirae Asset Corporate Bond Fund Regular Growth, 10.6061
Mirae Asset Corporate Bond Fund Regular IDCW, 10.6060
NIPPON INDIA CORPORATE BOND FUND - DAILY IDCW Option, 17.0959
NIPPON INDIA CORPORATE BOND FUND - DIRECT Plan - DAILY IDCW Option, 17.0959
NIPPON INDIA CORPORATE BOND FUND - DIRECT Plan - IDCW Option, 16.1627
NIPPON INDIA CORPORATE BOND FUND - DIRECT Plan - MONTHLY IDCW Option, 11.6593
NIPPON INDIA CORPORATE BOND FUND - DIRECT Plan - QUARTERLY IDCW Option, 11.9506
NIPPON INDIA CORPORATE BOND FUND - DIRECT Plan - WEEKLY IDCW Option, 17.1087
Nippon India Corporate Bond Fund - Direct Plan Growth Plan - Bonus, 36.4166
Nippon India Corporate Bond Fund - Direct Plan Growth Plan - Growth Option, 51.0070
Nippon India Corporate Bond Fund - Growth Plan - Bonus Option, 35.0358
Nippon India Corporate Bond Fund - Growth Plan - Growth Option, 49.0566
NIPPON INDIA CORPORATE BOND FUND - IDCW Option, 15.7164
NIPPON INDIA CORPORATE BOND FUND - MONTHLY IDCW Option, 11.5370
NIPPON INDIA CORPORATE BOND FUND - QUARTERLY IDCW Option, 11.8058
NIPPON INDIA CORPORATE BOND FUND - WEEKLY IDCW Option, 17.1083
PGIM India Corporate Bond Fund - Annual Dividend, 10.771
PGIM India Corporate Bond Fund - Direct Plan - Annual Dividend, 16.2914
PGIM India Corporate Bond Fund - Direct Plan - Growth, 39.2751
PGIM India Corporate Bond Fund - Direct Plan - Monthly Dividend, 14.9571
PGIM India Corporate Bond Fund - Direct Plan - Quarterly Dividend, 13.0391
PGIM India Corporate Bond Fund - Growth, 35.9159
PGIM India Corporate Bond Fund - Monthly Dividend, 13.0007
PGIM India Corporate Bond Fund - Premium Plus Plan - Growth, 21.588
PGIM India Corporate Bond Fund - Quarterly Dividend, 11.5823
PGIM India Premier Bond Fund - Annual Bonus, 24.9334
PGIM India Premier Bond Fund - Bonus, 15.2260
PGIM India Premier Bond Fund - Direct Plan - Half-Yearly Bonus, 13.2164
PGIM India Premier Bond Fund - Half-Yearly Bonus, 13.5688
SBI Corporate Bond Fund - Direct Plan - Growth, 13.0642
SBI Corporate Bond Fund - Direct Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW), 12.3313
SBI Corporate Bond Fund - Direct Plan - Quarterly Income Distribution cum Capital Withdrawal Option (IDCW), 12.7002
SBI Corporate Bond Fund - Regular Plan - Growth, 12.8262
SBI Corporate Bond Fund - Regular Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW), 12.1055
SBI Corporate Bond Fund - Regular Plan - Quarterly Income Distribution cum Capital Withdrawal Option (IDCW), 12.4620
Sundaram Banking and PSU Debt Fund Direct Plan - Weekly Reinvestment of Income Distribution cum Capital Withdrawal (IDCW), 12.1713
Sundaram Corporate Bond Fund Direct Plan - Annual Income Distribution cum Capital Withdrawal (IDCW), 15.7831
Sundaram Corporate Bond Fund Direct Plan - Bonus, 0.0000
Sundaram Corporate Bond Fund Direct Plan - Growth, 34.2229
Sundaram Corporate Bond Fund Direct Plan - Half yearly Income Distribution cum Capital Withdrawal (IDCW), 15.6896
Sundaram Corporate Bond Fund Direct Plan - Monthly Income Distribution cum Capital Withdrawal (IDCW), 15.6083
Sundaram Corporate Bond Fund Direct Plan - Quarterly Income Distribution cum Capital Withdrawal (IDCW), 17.3626
Sundaram Corporate Bond Fund Institutional Plan - Growth, 0.0000
Sundaram Corporate Bond Fund Institutional Plan - Monthly Income Distribution cum Capital Withdrawal (IDCW), 10.5417
Sundaram Corporate Bond Fund Institutional Plan - Quarterly Income Distribution cum Capital Withdrawal (IDCW), 0.0000
Sundaram Corporate Bond Fund Regular Plan - Annual Income Distribution cum Capital Withdrawal (IDCW), 15.3985
Sundaram Corporate Bond Fund Regular Plan - Half yearly Income Distribution cum Capital Withdrawal (IDCW), 15.6556
Sundaram Corporate Bond Fund Regular Plan - Monthly Income Distribution cum Capital Withdrawal (IDCW), 14.8404
Sundaram Corporate Bond Fund Regular Plan - Quarterly Income Distribution cum Capital Withdrawal (IDCW), 16.9386
Sundaram Corporate Bond Fund Regular Plan- Growth, 33.2868
Tata Corporate Bond Fund-Direct Plan-Growth, 10.2676
Tata Corporate Bond Fund-Direct Plan-IDCW Monthly Payout, 10.2676
Tata Corporate Bond Fund-Direct Plan-IDCW Monthly Reinvestment, 10.2676
Tata Corporate Bond Fund-Direct Plan-IDCW Periodic Payout, 10.2676
Tata Corporate Bond Fund-Direct Plan-IDCW Periodic Reinvestment, 10.2676
Tata Corporate Bond Fund-Direct Plan-IDCW Quarterly Payout, 10.2676
Tata Corporate Bond Fund-Direct Plan-IDCW Quarterly Reinvestment, 10.2676
Tata Corporate Bond Fund-Regular Plan-Growth, 10.1996
Tata Corporate Bond Fund-Regular Plan-IDCW Monthly Payout, 10.1996
Tata Corporate Bond Fund-Regular Plan-IDCW Monthly Reinvestment, 10.1996
Tata Corporate Bond Fund-Regular Plan-IDCW Periodic Payout, 10.1996
Tata Corporate Bond Fund-Regular Plan-IDCW Periodic Reinvestment, 10.1996
Tata Corporate Bond Fund-Regular Plan-IDCW Quarterly Payout, 10.1996
Tata Corporate Bond Fund-Regular Plan-IDCW Quarterly Reinvestment, 10.1996
Union Corporate Bond Fund - Direct Plan - Growth Option, 12.8334
Union Corporate Bond Fund - Direct Plan - IDCW Option, 12.8334
Union Corporate Bond Fund - Regular Plan - Growth Option, 12.6431
Union Corporate Bond Fund - Regular Plan - IDCW Option, 12.6431
UTI - Bond Fund ( Segregated - 17022020) - Regular Plan - Growth Option, 6.8146
UTI - Bond Fund (Segregated - 17022020) - Direct Plan - Growth Option, 7.3484
UTI Bond Fund ( Segregated - 17022020) - Direct Plan - Annual IDCW, 1.504
UTI Bond Fund ( Segregated - 17022020) - Direct Plan - Flexi IDCW, 1.4941
UTI Bond Fund ( Segregated - 17022020) - Direct Plan - Half-Yearly IDCW, 1.4429
UTI Bond Fund ( Segregated - 17022020) - Direct Plan - Quarterly IDCW, 2.3467
UTI Bond Fund ( Segregated - 17022020) - Regular Plan - Annual IDCW, 1.4416
UTI Bond Fund ( Segregated - 17022020) - Regular Plan - Flexi IDCW, 1.4408
UTI Bond Fund ( Segregated - 17022020) - Regular Plan - Half-Yearly IDCW, 1.4131
UTI Bond Fund ( Segregated - 17022020) - Regular Plan - Quarterly IDCW, 1.8744
UTI Corporate Bond Fund - Direct Plan - Annual IDCW, 12.0878
UTI Corporate Bond Fund - Direct Plan - Flexi IDCW, 12.0879
UTI Corporate Bond Fund - Direct Plan - Growth Option, 13.7147
UTI Corporate Bond Fund - Direct Plan - Half-Yearly IDCW, 11.7189
UTI Corporate Bond Fund - Direct Plan - Quarterly IDCW, 11.9949
UTI Corporate Bond Fund - Regular Plan - Annual IDCW, 11.9126
UTI Corporate Bond Fund - Regular Plan - Flexi IDCW, 11.9127
UTI Corporate Bond Fund - Regular Plan - Growth Option, 13.5286
UTI Corporate Bond Fund - Regular Plan - Half-Yearly IDCW, 11.4307
UTI Corporate Bond Fund - Regular Plan - Quarterly IDCW, 11.7639
Aditya Birla Sun Life Credit Risk Fund - Direct - IDCW, 12.062
Aditya Birla Sun Life Credit Risk Fund - Direct Plan - Bonus, 18.3135
Aditya Birla Sun Life Credit Risk Fund - Direct Plan - Growth, 18.3143
Aditya Birla Sun Life Credit Risk Fund - Regular - IDCW, 11.2476
Aditya Birla Sun Life Credit Risk Fund - Regular Plan - Bonus, 17.1163
Aditya Birla Sun Life Credit Risk Fund - Regular Plan - Growth, 17.0952
Aditya Birla Sun Life Credit Risk Fund- Segregated Portfolio 1- Direct Plan- Bonus, .1704
Aditya Birla Sun Life Credit Risk Fund- Segregated Portfolio 1- Direct Plan- Growth, .1704
Aditya Birla Sun Life Credit Risk Fund- Segregated Portfolio 1- Regular Plan - Bonus, .1633
Aditya Birla Sun Life Credit Risk Fund- Segregated Portfolio 1-Direct - IDCW, .1302
Aditya Birla Sun Life Credit Risk Fund- Segregated Portfolio 1-Regular - IDCW, .1245
Aditya Birla Sun Life Credit Risk Fund- Segregated Portfolio 1-Regular Plan- Growth, .1631
Axis Credit Risk Fund - Direct Plan - Growth, 19.3234
Axis Credit Risk Fund - Direct Plan - Monthly IDCW, 10.0942
Axis Credit Risk Fund - Direct Plan - Weekly IDCW, 10.3036
Axis Credit Risk Fund - Regular Plan - Growth, 17.6290
Axis Credit Risk Fund - Regular Plan - Monthly IDCW, 10.0819
Axis Credit Risk Fund - Regular Plan - Weekly IDCW, 10.1764
BANK OF INDIA Credit Risk  Fund - Direct Plan, 10.6729
BANK OF INDIA Credit Risk Fund - Regular Plan, 10.5031
Baroda BNP Paribas Credit Risk Fund -Direct- Monthly IDCW, 13.4997
Baroda BNP Paribas Credit Risk Fund -Direct- Quarterly IDCW, 12.5371
Baroda BNP Paribas Credit Risk Fund -Direct-Growth Option, 19.6378
Baroda BNP Paribas Credit Risk Fund -Regular-Growth Option, 18.2080
Baroda BNP Paribas Credit Risk Fund -Regular-Monthly IDCW, 11.3117
Baroda BNP Paribas Credit Risk Fund -Regular-Quarterly IDCW, 11.8074
Baroda BNP Paribas Credit Risk Fund- Direct - Bonus Option- Segregated Portfolio- 1, 0
Baroda BNP Paribas Credit Risk Fund- Direct- Growth Option- Segregated Portfolio- 1, 0
Baroda BNP Paribas Credit Risk Fund- Direct- Monthly IDCW Option- Segregated Portfolio- 1, 0
Baroda BNP Paribas Credit Risk Fund- Regular- Bonus Option- Segregated Portfolio- 1, 0
Baroda BNP Paribas Credit Risk Fund- Regular- Growth Option- Segregated Portfolio- 1, 0
Baroda BNP Paribas Credit Risk Fund- Regular- Monthly IDCW Option- Segregated Portfolio- 1, 0
Baroda BNP Paribas Credit Risk Fund- Regular- Quarterly IDCW Option- Segregated Portfolio- 1, 0
Baroda BNP Paribas Credit Risk Fund-Direct- Quarterly IDCW Option- Segregated Portfolio- 1, 0
DSP Credit Risk Fund - Direct Plan -  IDCW - Monthly, 10.6459
DSP Credit Risk Fund - Direct Plan - Growth, 35.8662
DSP Credit Risk Fund - Direct Plan - IDCW, 12.4677
DSP Credit Risk Fund - Direct Plan - IDCW - Daily, 10.2505
DSP Credit Risk Fund - Direct Plan - IDCW - Quarterly , 11.0288
DSP Credit Risk Fund - Direct Plan - IDCW - Weekly, 10.2510
DSP Credit Risk Fund - Regular Plan - IDCW, 12.3614
DSP Credit Risk Fund - Regular Plan - IDCW - Daily, 10.2505
DSP Credit Risk Fund - Regular Plan - IDCW - Monthly, 10.5942
DSP Credit Risk Fund - Regular Plan - IDCW - Quarterly , 10.9250
DSP Credit Risk Fund - Regular Plan - IDCW - Weekly, 10.2510
DSP Credit Risk Fund - Regular Plan -Growth, 33.5406
Franklin India Credit Risk Fund - Direct - Growth, 24.3134
Franklin India Credit Risk Fund - Direct - IDCW , 13.3246
Franklin India Credit Risk Fund - Growth, 24.0944
Franklin India Credit Risk Fund - IDCW , 12.9206
Franklin India Credit Risk Fund - Segregated Portfolio 3 (9.50% Yes bank Ltd CO 23Dec21) - Direct Growth Plan, 0.0000
Franklin India Credit Risk Fund - Segregated Portfolio 3 (9.50% Yes Bank Ltd CO 23Dec21) - Growth Plan, 0.0000
Franklin India Credit Risk Fund- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Direct-Dividend Plan, 0.0000
Franklin India Credit Risk Fund- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Direct-Growth Plan, 0.0000
Franklin India Credit Risk Fund- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Dividend Plan, 0.0000
Franklin India Credit Risk Fund- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Growth Plan, 0.0000
Franklin India Credit Risk Fund- Segregated Portfolio 2 - 10.90% Vodafone Idea Ltd (02-Sep-2023) - IDCW, 0.2787
Franklin India Credit Risk Fund- Segregated Portfolio 2- 10.90% Vodafone Idea Ltd 02Sep2023-Direct Growth Plan, 0.5498
Franklin India Credit Risk Fund- Segregated Portfolio 2- 10.90% Vodafone Idea Ltd 02Sep2023-Growth Plan, 0.5197
Franklin India Credit Risk Fund- Segregated Portfolio 3 (9.50% Yes Bank Ltd CO 23Dec21) - IDCW, 0.0000
Franklin India Credit Risk Fund-Segregated Portfolio 2 - 10.90% Vodafone Idea Ltd (02-Sep-2023) - Direct IDCW, 0.3013
Franklin India Credit Risk Fund-Segregated Portfolio 3 (9.50% Yes Bank Ltd CO 23Dec21) - Direct IDCW, 0.0000
HDFC Credit Risk Debt Fund - Growth Option, 19.8788
HDFC Credit Risk Debt Fund - Growth Option - Direct Plan, 21.1459
HDFC Credit Risk Debt Fund - IDCW Option, 18.3043
HDFC Credit Risk Debt Fund - IDCW Option - Direct Plan, 18.5366
HDFC Credit Risk Debt Fund - Quarterly IDCW - Direct Plan, 10.6356
HDFC Credit Risk Debt Fund - Quarterly IDCW Option, 10.3101
HSBC Credit Risk Fund - Direct Annual IDCW, 12.6885
HSBC Credit Risk Fund - Direct Growth, 25.5898
HSBC Credit Risk Fund - Direct Monthly IDCW, 10.8426
HSBC Credit Risk Fund - Regular Annual IDCW, 12.0244
HSBC Credit Risk Fund - Regular Growth, 24.0999
HSBC Credit Risk Fund - Regular Monthly IDCW, 10.1252
HSBC Credit Risk Fund- Regular Plan - Bonus, 23.7124
ICICI Prudential Credit Risk Fund - Annual IDCW, 10.3035
ICICI Prudential Credit Risk Fund - Bonus, 15.7498
ICICI Prudential Credit Risk Fund - Direct Plan - Annual IDCW, 10.4846
ICICI Prudential Credit Risk Fund - Direct Plan - Growth, 28.1136
ICICI Prudential Credit Risk Fund - Direct Plan - Half Yearly IDCW, 10.9750
ICICI Prudential Credit Risk Fund - Direct Plan - Quarterly IDCW, 11.6359
ICICI Prudential Credit Risk Fund - Direct Plan Bonus, 14.6853
ICICI Prudential Credit Risk Fund - Growth, 25.9507
ICICI Prudential Credit Risk Fund - Half Yearly IDCW, 10.5892
ICICI Prudential Credit Risk Fund - Quarterly IDCW, 10.9887
IDBI Credit Risk Fund Annual IDCW - Direct Plan, 12.8513
IDBI Credit Risk Fund Annual IDCW - Regular Plan, 11.6782
IDBI Credit Risk Fund Growth Direct, 16.7922
IDBI Credit Risk Fund Growth Regular, 15.6161
IDBI Credit Risk Fund Quarterly IDCW - Direct Plan, 11.4533
IDBI Credit Risk Fund Quarterly IDCW - Regular Plan, 11.0498
IDFC CREDIT RISK FUND - DIRECT PLAN HALF YEARLY IDCW, 10.4517
IDFC Credit Risk Fund - Regular Plan Annual IDCW, 10.3190
IDFC Credit Risk Fund - Regular Plan Growth, 13.8708
IDFC Credit Risk Fund - Regular Plan Half Yearly IDCW, 10.3229
IDFC Credit Risk Fund - Regular Plan Periodic IDCW, 10.7713
IDFC Credit Risk Fund - Regular Plan Quarterly IDCW, 10.4236
IDFC Credit Risk Fund-Direct Plan-Annual IDCW, 10.4376
IDFC Credit Risk Fund-Direct Plan-Growth , 14.6799
IDFC Credit Risk Fund-Direct Plan-Periodic IDCW, 10.4628
IDFC Credit Risk Fund-Direct Plan-Quarterly IDCW, 10.5863
Invesco India Credit Risk Fund - Direct Plan - Discretionary IDCW (Payout / Reinvestment), 1645.4925
Invesco India Credit Risk Fund - Direct Plan - Growth, 1633.118
Invesco India Credit Risk Fund - Direct Plan - Monthly IDCW (Payout / Reinvestment), 1130.9661
Invesco India Credit Risk Fund - Regular Plan - Discretionary IDCW (Payout / Reinvestment), 1511.1913
Invesco India Credit Risk Fund - Regular Plan - Growth, 1511.6636
Invesco India Credit Risk Fund - Regular Plan - Monthly IDCW (Payout / Reinvestment), 1110.1974
Kotak Credit Risk Fund - Direct Plan - Standard Income Distribution cum capital withdrawal option, 20.2172
Kotak Credit Risk Fund - Growth, 24.5187
Kotak Credit Risk Fund - Growth - Direct, 26.9169
Kotak Credit Risk Fund - Regular Plan - Standard Income Distribution cum capital withdrawal option, 10.6628
Nippon India Credit Risk Fund  - Growth Plan, 28.4269
Nippon India Credit Risk Fund  - Institutional Growth Plan, 29.6322
NIPPON INDIA CREDIT RISK FUND -  SEGREGATED PORTFOLIO 2 - DIRECT Plan - IDCW Option, 0.0000
NIPPON INDIA CREDIT RISK FUND -  SEGREGATED PORTFOLIO 2 - DIRECT Plan - QUARTERLY IDCW Option, 0.0000
NIPPON INDIA CREDIT RISK FUND -  SEGREGATED PORTFOLIO 2 - IDCW Option, 0.0000
NIPPON INDIA CREDIT RISK FUND -  SEGREGATED PORTFOLIO 2 - QUARTERLY IDCW Option, 0.0000
Nippon India Credit Risk Fund - Direct Plan - Growth Plan, 30.6844
NIPPON INDIA CREDIT RISK FUND - DIRECT Plan - IDCW Option, 16.6133
NIPPON INDIA CREDIT RISK FUND - DIRECT Plan - QUARTERLY IDCW Option, 13.3606
NIPPON INDIA CREDIT RISK FUND - IDCW Option, 15.5942
NIPPON INDIA CREDIT RISK FUND - QUARTERLY IDCW Option, 12.8013
Nippon India Credit Risk Fund - Segregated Portfolio 1 - Direct Plan - Growth Plan, 0.5342
NIPPON INDIA CREDIT RISK FUND - SEGREGATED PORTFOLIO 1 - Direct Plan - IDCW Option, 0.2893
NIPPON INDIA CREDIT RISK FUND - SEGREGATED PORTFOLIO 1 - Direct Plan - QUARTERLY IDCW Option, 0.2477
Nippon India Credit Risk Fund - Segregated Portfolio 1 - Growth Plan, 0.5036
NIPPON INDIA CREDIT RISK FUND - SEGREGATED PORTFOLIO 1 - IDCW Option, 0.2763
Nippon India Credit Risk Fund - Segregated Portfolio 1 - Institutional Growth Plan, 0.4333
NIPPON INDIA CREDIT RISK FUND - SEGREGATED PORTFOLIO 1 - QUARTERLY IDCW Option, 0.2405
Nippon India Credit Risk Fund - Segregated Portfolio 2 - Direct Plan - Growth Plan, 0.0000
Nippon India Credit Risk Fund - Segregated Portfolio 2 - Growth Plan, 0.0000
Nippon India Credit Risk Fund - Segregated Portfolio 2 - Institutional Growth Plan, 0.0000
SBI Credit Risk Fund - Direct Plan - Daily Income Distribution cum Capital Withdrawal Option (IDCW), 12.5085
SBI Credit Risk Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW), 18.3472
SBI CREDIT RISK FUND - DIRECT PLAN -GROWTH, 39.4251
SBI Credit Risk Fund - Regular Plan - Daily Income Distribution cum Capital Withdrawal Option (IDCW), 12.2869
SBI CREDIT RISK FUND - REGULAR PLAN - GROWTH, 37.1236
SBI Credit Risk Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW), 16.7829
UTI - Credit Risk Fund (Segregated - 06032020) - Direct Plan - Annual Dividend Option, 0
UTI - Credit Risk Fund (Segregated - 06032020) - Direct Plan - Flexi Dividend Option, 0
UTI - Credit Risk Fund (Segregated - 06032020) - Direct Plan - Growth Option, 0
UTI - Credit Risk Fund (Segregated - 06032020) - Direct Plan - Half Yearly Dividend Option, 0
UTI - Credit Risk Fund (Segregated - 06032020) - Direct Plan - Monthly Dividend Option, 0
UTI - Credit Risk Fund (Segregated - 06032020) - Direct Plan - Quarterly Dividend Option, 0
UTI - Credit Risk Fund (Segregated - 06032020) - Regular Plan - Annual Dividend Option, 0
UTI - Credit Risk Fund (Segregated - 06032020) - Regular Plan - Flexi Dividend Option, 0
UTI - Credit Risk Fund (Segregated - 06032020) - Regular Plan - Growth Option, 0
UTI - Credit Risk Fund (Segregated - 06032020) - Regular Plan - Half Yearly Dividend Option, 0
UTI - Credit Risk Fund (Segregated - 06032020) - Regular Plan - Monthly Dividend Option, 0
UTI - Credit Risk Fund (Segregated - 06032020) - Regular Plan - Quarterly Dividend Option, 0
UTI - Credit Risk Fund (Segregated - 07072020) - Direct  Plan - Quarterly Dividend Option, 0
UTI - Credit Risk Fund (Segregated - 07072020) - Direct Plan - Annual Dividend Option, 0
UTI - Credit Risk Fund (Segregated - 07072020) - Direct Plan - Flexi  Dividend Option, 0
UTI - Credit Risk Fund (Segregated - 07072020) - Direct Plan - Growth Option, 0
UTI - Credit Risk Fund (Segregated - 07072020) - Direct Plan - Half Yearly Dividend Option, 0
UTI - Credit Risk Fund (Segregated - 07072020) - Direct Plan - Monthly Dividend Option, 0
UTI - Credit Risk Fund (Segregated - 07072020) - Regular Plan - Annual Dividend Option, 0
UTI - Credit Risk Fund (Segregated - 07072020) - Regular Plan - Flexi  Dividend Option, 0
UTI - Credit Risk Fund (Segregated - 07072020) - Regular Plan - Growth Option, 0
UTI - Credit Risk Fund (Segregated - 07072020) - Regular Plan - Half Yearly Dividend Option, 0
UTI - Credit Risk Fund (Segregated - 07072020) - Regular Plan - Monthly Dividend Option, 0
UTI - Credit Risk Fund (Segregated - 07072020) - Regular Plan - Quarterly Dividend Option, 0
UTI - Credit Risk Fund (Segregated - 13092019) - Direct Plan - Annual Dividend Option, 0
UTI - Credit Risk Fund (Segregated - 13092019) - Direct Plan - Flexi Dividend Option, 0
UTI - Credit Risk Fund (Segregated - 13092019) - Direct Plan - Growth Option, 0
UTI - Credit Risk Fund (Segregated - 13092019) - Direct Plan - Half Yearly Dividend Option, 0
UTI - Credit Risk Fund (Segregated - 13092019) - Direct Plan - Monthly Dividend Option, 0
UTI - Credit Risk Fund (Segregated - 13092019) - Direct Plan - Quarterly Dividend Option, 0
UTI - Credit Risk Fund (Segregated - 13092019) - Regular Plan - Annual Dividend Option, 0
UTI - Credit Risk Fund (Segregated - 13092019) - Regular Plan - Flexi Dividend Option, 0
UTI - Credit Risk Fund (Segregated - 13092019) - Regular Plan - Growth Option, 0
UTI - Credit Risk Fund (Segregated - 13092019) - Regular Plan - Half Yearly Dividend Option, 0
UTI - Credit Risk Fund (Segregated - 13092019) - Regular Plan - Monthly Dividend Option, 0
UTI - Credit Risk Fund (Segregated - 13092019) - Regular Plan - Quarterly Dividend Option, 0
